voyageid,adpsale1,adpsale2,adult1,adult2,adult3,adult4,adult5,adult6,arrport,arrport2,boy1,boy2,boy3,boy4,boy5,boy6,captaina,captainb,captainc,child1,child2,child3,child4,child5,child6,constreg,crew,crew1,crew2,crew3,crew4,crew5,crewdied,datedepa,datedepb,datedepc,d1slatra,d1slatrb,d1slatrc,dlslatra,dlslatrb,dlslatrc,ddepam,ddepamb,ddepamc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,datarr43,datarr44,datarr45,embport,embport2,embreg,embreg2,fate,female1,female2,female3,female4,female5,female6,girl1,girl2,girl3,girl4,girl5,girl6,guns,infant1,infant3,infant4,jamcaspr,majbuypt,majselpt,male1,male2,male3,male4,male5,male6,men1,men2,men3,men4,men5,men6,national,ncar13,ncar15,ncar17,ndesert,npafttra,nppretra,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,owneri,ownerj,ownerk,ownerl,ownerm,ownern,ownero,ownerp,plac1tra,plac2tra,plac3tra,placcons,placreg,portdep,portret,regarr,regarr2,regdis1,regdis2,regdis3,regem1,regem2,regem3,regisreg,resistance,retrnreg,retrnreg1,rig,saild1,saild2,saild3,saild4,saild5,shipname,sla1port,slaarriv,sladafri,sladamer,sladvoy,slas32,slas36,slas39,slavema1,slavema3,slavemx1,slavemx3,slavmax1,slavmax3,slavmax7,slinten2,slintend,sourcea,sourceb,sourcec,sourced,sourcee,sourcef,sourceg,sourceh,sourcei,sourcej,sourcek,sourcel,sourcem,sourcen,sourceo,sourcep,sourceq,sourcer,tonnage,tontype,tslavesd,tslavesp,voyage,women1,women2,women3,women4,women5,women6,xmimpflag,yearaf,yearam,yeardep,yrcons,yrreg,natinimp,year5,year10,year25,year100,tonmod,fate2,fate3,fate4,ncartot,pctemb,mjbyptimp,slastot,pctdis,mjslptimp,ptdepimp,deptregimp,majbyimp,mjselimp,deptregimp1,majbyimp1,mjselimp1,slaximp,slamimp,vymrtimp,tslmtimp,vymrtrat,adlt1imp,chil1imp,male1imp,feml1imp,chilrat1,malrat1,menrat1,womrat1,boyrat1,girlrat1,adlt3imp,chil3imp,male3imp,feml3imp,chilrat3,malrat3,menrat3,womrat3,boyrat3,girlrat3,slavema7,slavemx7,men7,women7,boy7,girl7,adult7,child7,male7,female7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,adlt2imp,chil2imp,male2imp,feml2imp
50808, , , , , , , , ,50299, , , , , , , ,"Mateus, Manoel Antônio", , , , , , , , , , , , , , , , ,19,8,1758, , , ,19,2,1760, , , ,10,5,1760, , , , , , , , , ,60502, ,60500, ,1, , , , , , , , , , , , , , , , , ,60515,50299, , , , , , , , , , , , ,4, , , , ,60668, , ,"Carvalho, Manoel Álvares de", , , , , , , , , , , , , , , ,60515, , , , ,50299, ,50200, ,50200, , ,60500, , , , , , ,49, , , , , ,Santana S Antônio e Almas,50299,363, , , , , , , , , , , , , , , ,"APEB, cod. 447, p.192","AHU,ACL,CU,005, Cx.147, D.11291","AHU,SãoTomé,Cx.13,D.2", , , , , , , , , , , , , , , , , ,364, , , , , , , , ,88,1760,1760,1758, , ,6,52,26,11,1700, ,1,14,1, , ,60515, , ,50299,50299,50200,60500,50200,50000,60000,50000,364,363,1,364,.00274725274725275, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50814, , , , , , , , ,50299, , , , , , , ,"Lourenço, Manoel", , , , , , , , , , , , , , , , ,23,11,1758, , , , , , , , , ,23,11,1759, , , , , , , , , ,60502, ,60500, ,1, , , , , , , , , , , , , , , , , ,60502,50299, , , , , , , , , , , , ,4, , , , ,60668, , ,"Ferreira, Luís Coelho", , , , , , , , , , , , , , , ,60502, , , , ,50299, ,50200, ,50200, , ,60500, , , , , , ,13, , , , , ,NS do Rosario S Antônio e Almas,50299,236, , , , , , , , , , , , , , , ,"APEB, cod. 447, p.199v","AHU,ACL,CU,005, Cx.147, D.11291", , , , , , , , , , , , , , , , , , , , , , , , , , , ,52,1758,1759,1758, , ,6,52,26,11,1700, ,1,14,1, , ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000,257,236, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50859, , , , , , , , ,50299, , , , , , , ,"Caldeira, Pedro Gomes","Serrão, José de Freitas", , , , , , , , , , , , , , , ,30,5,1762, , , ,23,3,1763, , , , , , , , , , , , , , , ,60502, ,60500, ,59, , , , , , , , , , , , , , , , , ,60523, , , , , , , , , , , , , ,4, , , , ,60668, , ,"Caldeira, Pedro Gomes", , , , , , , , , , , , , , , ,60523, , , , ,50299, ,50200, , , , ,60500, , , , , , ,13, , , , , ,NS da Conceição e S Félix, , , , , , , , , , , , , , , , , ,"APEB, cod. 447, p.251","ANRJ,COD 141,15:21V","AHU,SãoTomé,Cx.13,D.2", , , , , , , , , , , , , , , , , ,258, , , , , , , , ,52,1763,1763,1762, , ,6,53,27,11,1700, ,5,14,2, , ,60523, , ,50299,50299,50200,60500,50200,50000,60000,50000,258,237, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50969, , , , , , , , ,50299, , , , , , , ,"Vale, Antônio Ribeiro do", , , , , , , , , , , , , , , , , ,1,1771,28,6,1771, , , , , , ,6,5,1772, , , , , , , , , ,60502, ,60500, ,1, , , , , , , , , , , , , , , , , ,60502,50299, , , , , , , , , , , , ,4, , , , , ,1, ,"Chorante, Manoel Álvares*", , , , , , , , , , , , , , , ,60502, , , , ,50299, ,50200, ,50200, , ,60500, , , , , , ,3, , , , , ,NS da Piedade S Antônio e Almas,50299,296, , , , , , , , , , , , , , , ,"APEB, cod. 449, p.44","ANRJ,cod141,15:206v","AHU,ACL,CU,005, Cx.168, D.12749","ARA,NBKG,242", , , , , , , , , , , , , , , , , , , , , , , , , ,28,1771,1772,1771, , ,6,55,28,11,1700, ,1,14,1, , ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000,315,296, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50974, , , , , , , , ,50299, , , , , , , ,"Gonçalves, João","Silveira, Manoel José da", , , , , , , , , , , , , , , ,24,4,1771, , ,1771, ,5,1772, , , ,11,7,1772, , , , , , , , , ,60515, ,60500, ,1, , , , , , , , , , , , , , , , , ,60673,50299, , , , , , , , , , , , ,4, , , , ,60668,1, ,"Miranda, João Machado de*", , , , , , , , , , , , , , , ,60673, , , , ,50299, ,50200, ,50200, , ,60600, , , , , , ,3, , , , , ,NS da Conceição da Ponte S Antônio e Almas,50299,3, , , , , , , , , , , , , , , ,"APEB, cod. 449, p.51v","ANRJ, cod. 141,15:211","AHU,ACL,CU,005, Cx.168, D.12749","ARA,NBKG,242","AHU,SãoTomé,Cx.13,D.65;Cx.14,D.8,24", , , , , , , , , , , , , , , , , , , , , , , , ,28,1772,1772,1771, , ,6,55,28,11,1700, ,1,14,1, , ,60673, , ,50299,50299,50200,60600,50200,50000,60000,50000,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51002, , , , , , , , ,50299, , , , , , , ,"Etrê, Francisco Antônio de", , , , , , , , , , , , , , , , ,23,7,1774,5,10,1774,21,4,1775, , , ,22,7,1775, , , , , , , , , ,60502, ,60500, ,1, , , , , , , , , , , , , , , , , ,60507,50299, , , , , , , , , , , , ,4, , , , ,60668,1, ,"Etrê, Francisco Antônio*", , , , , , , , , , , , , , , ,60507, , , , ,50299, ,50200, ,50200, , ,60500, , , , , , ,3, , , , , ,NS da Conceição S Antônio e S João Nepomuceno,50299,287, , , , , , , , , , , , , , , ,"APEB, cod 449, p.89v","ANRJ,cod141,15:268","AHU,ACL,CU,005, Cx.172, D.12939","ARA,NBKG,242","AHU,SãoTomé,Cx.15,D.58", , , , , , , , , , , , , , , , , , , , , , , , ,28,1775,1775,1774, , ,6,55,28,11,1700, ,1,14,1, , ,60507, , ,50299,50299,50200,60500,50200,50000,60000,50000,305,287, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51096, , , , , , , , ,50299, , , , , , , ,"Sobral, Francisco José de Lucena", , , , , , , , , , , , , , , , ,29,5,1782, , , , , , , , , , , , , , , , , , , , , ,60502, ,60500, ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,"Madureira, João Barbosa de", , , , , , , , , , , , , , , , , , , , ,50299, ,50200, , , , , , , , , , , ,3, , , , , ,NS da Purificação S João e S Benedito, , , , , , , , , , , , , , , , , ,"APEB, cod 449, p.263v","ANRJ,Codice141,16:53","ANRJ, SM IX M 86, P.34", , , , , , , , , , , , , , , , , , , , , , , , , , ,29,1782,1782,1782, , ,6,57,29,12,1700, ,6,15,1, , ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000,354,324, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51114, , , , , , , , ,50299, , , , , , , ,"Viana, Paulo Cardoso", , , , , , , , , , , , , , , , ,16,8,1783,24,10,1783, , , , , , , , , , , , , , , , , , ,60502, ,60500, ,77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , ,1, ,"Campos, José Carneiro de", , , , , , , , , , , , , , , , , , , , ,50299, ,50200, , , , , , , , , , , ,3, , , , , ,NS da Conceição S Antônio e Almas, , , , , , , , , , , , , , , , , ,"APEB, cod 449, p.289v","ANRJ,cod141,16:72,73","ANRJ, SM IX M 86, P.83v","ARA,NBKG,243", , , , , , , , , , , , , , , , , , , , , , , , , ,29,1783,1783,1783, , ,6,57,29,12,1700, ,5,14,1, , ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000,354,324, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51189, , , , , , , , ,50299, , , , , , , ,"Lima, João de Deus", , , , , , , , , , , , , , , , ,9,5,1792, ,10,1792, , , , , , ,18,2,1793, , , , , , , , , ,60502, ,60500, ,1, , , , , , , , , , , , , , , , , ,60502,50299, , , , , , , , , , , , ,4, , , , , ,1, ,"Souza, José Maciel de*", , , , , , , , , , , , , , , ,60502, , , , ,50299, ,50200, ,50200, , ,60500, , , , , , ,3, , , , , ,NS da Glória e Santana,50299,264, , ,17, , , , , , , , , , , , ,"APEB, cod.456","T70/1565,pt2",T70/1569,"ANRJ,cod141,16:226v","AHMS, 178.1, p. 148v", , , , , , , , , , , , , , , , , ,45, , , , , , ,29,1792,1793,1792, , ,6,59,30,12,1700, ,1,14,1, , ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000,281,264,17,281,.0604982206405694, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51329, , , , , , , , ,50299, , , , , , , , , , , , , , , , , , , , , , , , ,4,3,1800, , , , , , , , , , , , , , , , , , , , , ,60502, ,60500, ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,"Barros, Manoel Ferreira de", , , , , , , , , , , , , , , , , , , , ,50299, ,50200, , , , , , , , , , , ,3, , , , , ,NS do Socorro, , , , , , , , , , , , , , , , , ,"APEB, cod 456, p.118", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29,1800,1800,1800, , ,6,60,30,12,1700, ,6,15,1, , ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000,354,324, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51381, , , , , , , , , , , , , , , , ,"Brito, Manoel Joaquim de", , , , , , , , , , , , , , , , ,9,8,1802, ,11,1802, , , , , , , , , , , , , , , , , , ,60502, ,60500, ,77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , ,1, ,"Lisboa, Félix da Costa", , , , , , , , , , , , , , , , , , , , ,50299, , , , , , , , , , , , , ,40, , , , , ,Guia, , , , , , , , , , , , , , , , , ,"APEB, cod 456, p.143v",T70/1581, , , , , , , , , , , , , , , , , , , , , , , , , , , ,81,1802,1802,1802, , ,6,61,31,13,1800, ,5,14,1, , ,60502, , , ,50299,50200,60500, ,50000,60000, ,389,353, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51434, , , , , , , , ,50299, , , , , , , ,"Ferreira, Matias Raposo", , , , , , , , , , , , , , , , ,20,4,1805, , , ,5,3,1806, , , ,20,4,1806, , , , , , , , , ,60502,60671,60500,60600,1, , , , , , , , , , , , , , , , , ,60502,50299, , , , , , , , , , , , ,4, , , , , , , ,"Ricardo, Manoel José", , , , , , , , , , , , , , , ,60502, , , , ,50299, ,50200, ,50200, , ,60500, , , , , , ,40, , , , , ,Ceres,50299,182, , ,20, , , , , , , , , , , , ,"APEB, cod 456,p.170","ANRJ, SM IX M 22, f.51","AHMS, cod 182.1, p.52", , , , , , , , , , , , , , , , , , , ,46, , , , , , ,81,1806,1806,1805, , ,6,62,31,13,1800, ,1,14,1, , ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000,202,182,20,202,.099009900990099, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51505, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,8,1807, , , , , , , , , , , , , , , , , , , , , ,60502, ,60500, ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,"Ferreira, Antônio Luís", , , , , , , , , , , , , , , , , , , , ,50299, , , , , , , , , , , , , ,40, , , , , ,Destino, , , , , , , , , , , , , , , , , ,"APEB, cod 456, p.211", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,81,1807,1807,1807, , ,6,62,31,13,1800, ,6,15,1, , ,60502, , , ,50299,50200,60500, ,50000,60000, ,389,353, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51512, , , , , , , , ,50299, , , , , , , , , , , , , , , , , , , , , , , , ,17,5,1808, , , , , , , , , , , , , , , , , , , , , ,60502,60671,60500,60600,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,"Viana, Francisco José Joaquim", , , , , , , , , , , , , , , , , , , , ,50299, ,50200, , , , , , , , , , , ,40, , , , , ,Hércules, , , , , , , , , , , , , , , , , ,"APEB, cod456, p.214v","ANRJ, SM IX M 22, f.106v", , , , , , , , , , , , , , , , , , , , , , , , , , , ,81,1808,1808,1808, , ,6,62,31,13,1800, ,6,15,1, , ,60671, , ,50299,50299,50200,60600,50200,50000,60000,50000,389,353, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51776, , , , , , , , , , , , , , , , ,"Costa, João da Silva", , , , , , , , , , , , , , , , ,28,5,1721, , , , , , , , , , , , , , , , , , , , , ,60502, ,60500, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"Torres, José de", , , , , , , , , , , , , , , , , , , , ,50299, , , , , , , , , , , , , ,13, , , , , ,NS do Bonsucesso e S Antônio, , , , , , , , , , , , , , , , , ,"ANRJ,Codice141,II,103","ANTT,JT,Mç98,Cx86","AHU,SãoTomé,Cx.4,D.85-86", , , , , , , , , , , , , , , , , , , , , , , , , , ,51,1721,1721,1721, , , ,45,23,9,1700, ,2,1,2, , ,60502, , , ,50299,50200,60500, ,50000,60000, ,280,230, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51783, , , , , , , , ,50299, , , , , , , ,"Cruz, Domingos Rodrigues", , , , , , , , , , , , , , , , ,13,5,1721, , , , , , , , , , , , , , , , , , , , , ,60502, ,60500, ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"Álvares, Antônio Afonso", , , , , , , , , , , , , , , , , , , , ,50299, ,50200, , , , , , , , , , , ,7, , , , , ,NS da Guia e S Boaventura, , , , , , , , , , , , , , , , , ,"ANRJ,Codice141,II,109v","ANTT,JT,Mç98,Cx86", , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,1721,1721,1721, , , ,45,23,9,1700, ,6,15,1, , ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000,359,328, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51789, , , , , , , , ,50299, , , , , , , ,"Lagueiro, Jacinto Gomes", , , , , , , , , , , , , , , , ,11,12,1721,12,6,1722, , ,1723, , , , , , , , , , , , , , , ,60502, ,60500, ,196, , , , , , , , , , , , , , , , , ,60415, , , , , , , , , , , , , , , , , , , , , ,"Coimbra, Félix de Lemos", , , , , , , , , , , , , , , ,60415,60915, , , ,50299, ,50200, , , , ,60400,60900, , , , , ,13, , , , , ,NS da Oliveira S Antônio e Almas, , , , , , , , , , , , , , , , , ,"ANRJ,Codice141,II,119","ANTT,JT,Mç98,Cx86","Binder:ARA,NBKG,89,90", , , , , , , , , , , , , , , , , ,102, , , , , , , , ,51,1723,1723,1721, , , ,45,23,9,1700, ,5,3,3, , ,60999, , ,50299,50299,50200,60900,50200,50000,60000,50000,102,84, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51814, , , , , , , , , , , , , , , , ,"Silva, Francisco Nogueira da","Oliveira, Francisco de", , , , , , , , , , , , , , , ,18,7,1720, , , , , , , , , , , , , , , , , , , , , ,60502, ,60500, ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"Souza, João Ferreira de", , , , , , , , , , , , , , , , , , , , ,50299, , , , , , , , , , , , , ,7, , , , , ,S Jorge e Almas, , , , , , , , , , , , , , , , , ,"ANRJ,Codice141,II,85v","ANTT,JT,Mç98,Cx86", , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,1720,1720,1720, , , ,44,22,9,1700, ,6,15,1, , ,60502, , , ,50299,50200,60500, ,50000,60000, ,359,328, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51877, , , , , , , , , , , , , , , , ,"Sesimbra, Maurício Francisco", , , , , , , , , , , , , , , , ,8,7,1723,9,2,1724, , , , , , ,6,6,1724, , , , , , , , , ,60502, ,60500, ,1, , , , , , , , , , , , , , , , , ,60502,50299, , , , , , , , , , , , ,4,386,173,0, , ,1, ,"Souza, João Ferreira de", , , , , , , , , , , , , , , ,60502,60676, , , ,50299, , , ,50200, , ,60500,60600, , , , , ,7, , , , , ,NS do Rosario S Antônio e Almas,50299,559, , , , , , , , , , , , , , , ,"ANRJ,Codice141,II,151v","AHU,ACL,CU,005,cx.23,d.2104","Binder:ARA,NBKG,91", , , , , , , , , , , , , , , , , , , , , , , , , , ,40,1724,1724,1723, , ,6,45,23,9,1700, ,1,14,1,559, ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000, ,559, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51896, , , , , , , , , , , , , , , , ,"Maciel, Manoel Dias", , , , , , , , , , , , , , , , ,11,12,1724,3,6,1725, , , , , , , , , , , , , , , , , , ,60515, ,60500, ,77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50299, , , , , , , , , , , , , ,7, , , , , ,NS da Piedade e S Félix, , , , , , , , , , , , , , , , , ,"ANRJ,Codice141,II,178","Binder:ARA,NBKG,92","ANTT,JT,Mç98,Cx86", , , , , , , , , , , , , , , , , , , , , , , , , , ,40,1725,1725,1724, , , ,45,23,9,1700, ,5,14,1, , ,60515, , , ,50299,50200,60500, ,50000,60000, ,359,328, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51908, , , , , , , , , , , , , , , , ,"Vieira, Custódio Gonçalves","Cruz, Matias Lopes da", , , , , , , , , , , , , , , ,8,2,1725,30,4,1725,30,6,1725, , , , , , , , , , , , , , , ,60502, ,60500, ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,"Coimbra, Félix de Lemos", , , , , , , , , , , , , , , , , , , , ,50299, , , , , , , , , , , , , ,13, , , , , ,S Isabel e S Félix, , , , , , , , , , , , , , , , , ,"ANRJ,Codice141,II,193v","Binder:ARA,NBKG,92", , , , , , , , , , , , , , , , , , , ,52, , , , , , , ,51,1725,1725,1725, , ,6,45,23,9,1700, ,1,5,3, , ,60502, , , ,50299,50200,60500, ,50000,60000, ,52,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51927, , , , , , , , ,50299, , , , , , , ,"Souza, Manoel de Araújo e", , , , , , , , , , , , , , , , ,15,2,1727,13,2,1728, , , , , , , , , , , , , , , , , , ,60502, ,60500, ,77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,50299, ,50200, , , , , , , , , , , ,25, , , , , ,NS da Piedade e Almas, , , , , , , , , , , , , , , , , ,"ANRJ,Codice141,II,268v","ARA,NBKG,237","ANTT,JT,Mç98,Cx86", , , , , , , , , , , , , , , , , , , , , , , , , , ,60,1728,1728,1727, , , ,46,23,10,1700, ,5,14,1, , ,60502, , ,50299,50299,50200,60500,50200,50000,60000,50000,465,403, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51955, , , , , , , , ,50299, , , , , , , ,"Faria, Antônio Correa de", , , , , , , , ,50200, , , , , , , ,6,9,1738,12,1,1739, , , , , , , , , , , , , , , , , , ,60673, ,60600, ,77, , , , , , , , , , , , , , , , , ,60673, , , , , , , , , , , , , , , , , , , , , ,Sua Majestade, , , , , , , , , , , , , , , ,60673, , ,50299, ,50299, ,50200, , , , ,60600, , , , , , ,49, , , , , ,S André e Santana, , , , , , , , , , , , , , , , , ,"ANRJ,Codice141,VII,37","AHU,SãoTomé,Cx.7,D.15", , , , , , , , , , , , , , , , , , , , , , , , , , , ,88,1739,1739,1738, , , ,48,24,10,1700, ,5,14,1, , ,60673, , ,50299,50299,50200,60600,50200,50000,60000,50000,296,237, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
52105, , , , , , , , , , , , , , , , ,"Lima, Lourenço Fernandes de", , , , , , , , , , , , , , , , ,1,4,1676, ,6,1676, , , , , , , , , , , , , , , , , , , , , , ,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , ,60426, , , , ,10203, , , , , , ,60400, , , , , , ,64, , , , , ,Santissimo Sacramento, , , , , , , , , , , , , , , , , ,"Matos,283 - 286", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,107,1676,1676,1676, , ,6,36,18,8,1600, ,5,14,2, , ,60426, , , ,10203,10200,60400, ,10000,60000, ,299,239, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75074, , , , , , , , , , , , , , , , ,"Thompson, William", , , , , , , , , , ,5, , , , , ,12,1,1720, , ,1720, , , , , , , , , , , , , , , , , , , , , , ,59, , , , , , , , , , , , , , , , , ,60499, , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,60499, , , , ,10433, , , , , , ,60400, , , , , , , , , , , , ,Anne, , , , , , , , , , , , , , , , , ,CO390/7,"T70/7,7", , , , , , , , , , , , , , , , ,50,22, , , , , , , , , ,108,1720,1720,1720, , ,7,44,22,9,1700,92.3,5,14,2, , ,60499, , , ,10433,10400,60400, ,10000,60000, ,273,241, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75085, , , , , , , , , , , , , , , , ,"Clinch, William", , , , , , , , , , ,26, , , , , ,23,9,1715,30,1,1716, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,60499, , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,60412,60499, , , ,10433, , , , , , ,60400,60400, , , , , , , , , , , ,Antelope, , , , , , , , , , , , , , , , , ,CO390/7,"T70/6,34",T70/19;52v, , , , , , , , , , , , , , , ,150,22, , , , , , , , , ,108,1716,1716,1715, , ,7,44,22,9,1700,272.3,1,14,1, , ,60499, , , ,10433,10400,60400, ,10000,60000, ,273,241, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75371,41206, , , ,0, , ,0,41206, , , ,0, , ,29,"Blake, John","Boyle, Samuel", , , ,0, , ,0, , ,50, , , , , ,26,7,1715, , , , ,12,1715, , , , ,3,1716,28,3,1716, , , , ,11,1716,60515, ,60500, ,1, , , , , , , , ,0, , ,7, , ,0, , ,60514,41206, , , , , , , , ,0, , ,273,7, , , , , , , ,South Sea Company, , , , , , , , , , , , , , , ,60514, , , , ,10433,10433,41200, ,35100,41200, ,60500, , , , ,10400,10000,60, , , , , ,Dunwich Merchant,35199,543, , , ,0,349,0, ,349, ,349, ,349,349, , ,CO390/7,"Add.mss,25496,225,238","Add.mss,25497,10","Donnan,SouthSeaCo","T70/8,f.100v","AGI, Contaduria, 266, 268", , , , , , , , , , , , ,306,22, , , , , ,0, , ,40,94,1715,1716,1715, , ,7,44,22,9,1700,349.7,1,14,1, , ,60514,349,.642725598526704,41206,10433,10400,60500,41200,10000,60000,40000,773,543, , , , , , , , , , , , , ,313,36,302,47,.103151862464183,.865329512893983,.782234957020057,.114613180515759,.0830945558739255,.0200573065902579,349,349,273,40,29,7,313,36,302,47,.782234957020057,.114613180515759,.0830945558739255,.0200573065902579,.865329512893983,.103151862464183, , , , 
75534, , , , , , , , ,34499, , , , , , , ,"Dunn, David","Deas, James", , , , , , , ,35500, ,20, , , , , ,6,2,1775,9,6,1775,30,12,1775, , , , , ,1776, , , , , , ,7,9,1776, , , , ,1, , , , , , , , , , , , , , , , , ,60599,35199, , , , , , , , , , , , ,7, , , , , ,1,1,"Shoolbred, J*", , , , , , , , , , , , , , , ,60499,60499, ,35508,10433,10433,10433,34400, ,35100, , ,60400,60400, ,10400, ,10400,10000,4, , , , , ,Friendship,35199, , , , , , , , , , , , , , , , ,LR1776,"BT6/3,186","BT6/3,84","JBT,1776-82","PP,1777,A&P,No9,21","LList, 7 Feb 1775","LList, 14 Feb 1775","LList, 22 Dec 1775","LList, 7 June 1776","LList, 10 Sept 1776",T70/1541,"ADM68/203,197", , , , , , ,200,22,360, , , , , , , , ,34,1775,1776,1775,1757, ,7,56,28,12,1700,305.3,1,14,1, , ,60499, , ,35199,10433,10400,60400,35100,10000,60000,30000,360,329, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75639, , , , , , , , ,42001, , , , , , , ,"Cronker, Walter", , , , , , , , , , ,24, , , , , ,19,8,1715,26,1,1716, , , , , , , ,12,1716, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , ,60711,42001, , , , , , , , , , , , ,7, , , , , , , ,South Sea Company, , , , , , , , , , , , , , , ,60711, , , , ,10433, ,42000, ,42000, , ,60700, , , , , , ,60, , , , , ,Hope,42001,188, , , , , , , , , , , , , , ,360,CO390/7,"Add.mss,25496,275",Studer,"Donnan,SouthSeaCo","AGI, Indiferente 2779","WJBG,14.12.1717", , , , , , , , , , , , ,120,22, , , , , , , , , ,94,1716,1716,1715, , ,7,44,22,9,1700,218.3,1,14,1, , ,60711, , ,42001,10433,10400,60700,42000,10000,60000,40000,268,188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
